autor,titulo,top_10_palabras
Aristoteles,"Política · libro cuarto, capítulo XIII","[{'ser': 3, 'súbditos': 3, 'siempre': 2, 'jefes': 2, 'obediencia': 2, 'ciudadanos': 2, 'según': 2, 'común': 2, 'respecto': 2, 'evidente': 2}, {'autoridad': 5, 'debe': 3, 'misma': 3, 'ejerce': 3, 'diferencia': 2, 'entre': 2, 'cuál': 2, 'jóvenes': 2, 'puede': 2, 'obediencia': 2}, {'virtud': 3, 'alma': 3, 'otra': 3, 'hemos': 2, 'ciudadano': 2, 'hombre': 2, 'obedecer': 2, 'cual': 2, 'ella': 2, 'fin': 2}, {'razón': 3, 'esta': 2, 'dos': 2, 'partes': 2, 'alma': 2, 'actos': 2, 'preciso': 2, 'preferir': 2, 'adoptando': 1, 'indagación': 1}, {'han': 10, 'debe': 7, 'paz': 6, 'ha': 6, 'legislador': 6, 'guerra': 5, 'sino': 5, 'ni': 5, 'tan': 5, 'vista': 4}, {'reposo': 9, 'paz': 6, 'durante': 4, 'bienes': 4, 'virtud': 4, 'fin': 3, 'virtudes': 3, 'guerra': 3, 'trabajo': 3, 'son': 3}, {'alma': 6, 'razón': 5, 'cuerpo': 5, 'inteligencia': 4, 'hemos': 3, 'naturaleza': 3, 'costumbres': 3, 'deben': 3, 'dos': 3, 'fin': 3}]"
Aristoteles,"Política · libro cuarto, capítulo XIV","[{'padres': 5, 'hijos': 4, 'entre': 3, 'porque': 3, 'ha': 2, 'debe': 2, 'dos': 2, 'deben': 2, 'haya': 2, 'edades': 2}, {'volvamos': 1, 'nuestro': 1, 'punto': 1, 'partida': 1, 'veamos': 1, 'cómo': 1, 'legislador': 1, 'podrá': 1, 'formar': 1, 'casi': 1}, {'jóvenes': 5, 'puede': 4, 'mujeres': 3, 'pronto': 3, 'esto': 2, 'naturaleza': 2, 'hombres': 2, 'edad': 2, 'unión': 2, 'frecuencia': 2}, {'momento': 3, 'unión': 3, 'edad': 2, 'matrimonio': 2, 'años': 2, 'será': 2, 'mayor': 2, 'vigor': 2, 'son': 2, 'época': 2}, {'estos': 3, 'sea': 3, 'ni': 3, 'medio': 3, 'cuerpo': 3, 'condiciones': 2, 'temperamento': 2, 'tampoco': 2, 'trabajos': 2, 'sino': 2}, {'hijos': 2, 'preciso': 2, 'sensibilidad': 2, 'distinguir': 1, 'abandonar110': 1, 'hay': 1, 'educar': 1, 'convendrá': 1, 'ley': 1, 'prohíba': 1}, {'época': 2, 'cesar': 2, 'hijos': 2, 'debe': 2, 'años': 2, 'basta': 1, 'fijado': 1, 'edad': 1, 'hombre': 1, 'mujer': 1}, {'cualquiera': 2, 'sea': 2, 'cuanto': 1, 'infidelidad': 1, 'proceda': 1, 'grado': 1, 'verifique': 1, 'preciso': 1, 'considerarla': 1, 'cosa': 1}]"
Aristoteles,"Política · libro cuarto, capítulo XV","[{'preciso': 2, 'alimento': 2, 'nacidos': 1, 'hijos': 1, 'convencerse': 1, 'calidad': 1, 'les': 1, 'dé': 1, 'ha': 1, 'ejercer': 1}, {'útil': 2, 'costumbre': 2, 'importa': 1, 'igualmente': 1, 'saber': 1, 'punto': 1, 'conviene': 1, 'dejarles': 1, 'libertad': 1, 'movimientos': 1}, {'ni': 8, 'edad': 7, 'niños': 6, 'debe': 4, 'ser': 4, 'deben': 3, 'les': 3, 'demasiado': 3, 'palabras': 3, 'género': 3}, {'ley': 1, 'debe': 1, 'prohibir': 1, 'jóvenes': 1, 'asistir': 1, 'representación': 1, 'piezas': 1, 'satíricas': 1, 'comedias': 1, 'edad': 1}, {'hemos': 2, 'hecho': 1, 'aquí': 1, 'tratar': 1, 'someramente': 1, 'esta': 1, 'materia': 1, 'adelante': 1, 'veremos': 1, 'insistir': 1}, {'malo': 2, 'nos': 2, 'teodoro113': 1, 'actor': 1, 'trágico': 1, 'quizá': 1, 'tenía': 1, 'razón': 1, 'podía': 1, 'tolerar': 1}, {'desde': 3, 'años': 3, 'siete': 2, 'dos': 2, 'educación': 2, 'pubertad': 2, 'cinco': 1, 'preciso': 1, 'niños': 1, 'asistan': 1}, {'veamos': 1, 'pues': 1, 'conviene': 1, 'legislador': 1, 'imponga': 1, 'regla': 1, 'infancia': 1, 'veremos': 1, 'vale': 1, 'educación': 1}]"
Aristoteles,"Política · libro quinto{114}, capítulo primero","[{'costumbres': 4, 'estado': 3, 'educación': 2, 'debe': 2, 'ha': 2, 'sido': 2, 'han': 2, 'conservan': 2, 'puede': 1, 'negarse': 1}, {'debe': 10, 'educación': 8, 'virtud': 4, 'ser': 4, 'todos': 3, 'objeto': 3, 'le': 3, 'común': 3, 'ni': 3, 'todas': 2}]"
Aristoteles,"Política · libro quinto, capítulo II","[{'juego': 5, 'educación': 4, 'trabajo': 4, 'cosas': 3, 'son': 3, 'todas': 3, 'hombre': 3, 'cosa': 3, 'descanso': 3, 'punto': 2}, {'porque': 4, 'música': 4, 'placer': 3, 'sino': 3, 'según': 3, 'educación': 3, 'han': 3, 'ni': 3, 'ocio': 2, 'bienestar': 2}, {'convidemos': 1, 'festín': 1, 'cantor': 1, 'armonioso': 1, '117': 1}, {'dice': 1, 'algunos': 1, 'personajes': 1, 'llaman': 1}, {'cantor': 1, 'cuya': 1, 'voz': 1, 'sabrá': 1, 'hechizar': 1, 'todos': 1, '118': 1, '169': 1}, {'pasaje': 1, 'ulises': 1, 'dice': 1, 'dulce': 1, 'placeres': 1, 'hombres': 1, 'entregan': 1, 'alegría': 1}, {'escuchar': 1, 'festín': 1, 'todos': 1, 'toman': 1, 'acentos': 1, 'poeta': 1, '119': 1}]"
Aristoteles,"Política · libro quinto, capítulo III","[{'cosas': 4, 'debe': 3, 'hay': 3, 'útiles': 2, 'sino': 2, 'son': 2, 'sólo': 2, 'esta': 2, 'aquí': 2, 'conocimientos': 2}, {'cuerpo': 3, 'jóvenes': 3, 'valor': 3, 'tienen': 3, 'son': 3, 'antes': 2, 'educación': 2, 'intenta': 2, 'veces': 2, 'hábitos': 2}, {'preciso': 2, 'esta': 2, 'tan': 2, 'pues': 1, 'poner': 1, 'valor': 1, 'generoso': 1, 'ferocidad': 1, 'desafiar': 1, 'noblemente': 1}, {'trabajos': 4, 'cuerpo': 4, 'ejercicios': 3, 'demasiado': 3, 'espíritu': 3, 'son': 2, 'adolescencia': 2, 'evitará': 2, 'peligro': 2, 'edad': 2}]"
Aristoteles,"Política · libro quinto, capítulo IV","[{'esta': 2, 'hemos': 1, 'expuesto': 1, 'acerca': 1, 'música': 1, 'algunos': 1, 'principios': 1, 'dictados': 1, 'razón': 1, 'creemos': 1}, {'nos': 1, 'agradan': 1, 'sirven': 1, 'desahogo': 1, '122': 1}, {'música': 3, 'debe': 2, 'toma': 2, 'poner': 1, 'nivel': 1, 'tomarla': 1, 'vino': 1, 'deteniéndose': 1, 'embriaguez': 1, 'baile': 1}, {'música': 6, 'esta': 4, 'han': 4, 'personalmente': 3, 'gozar': 3, 'ella': 3, 'instrucción': 2, 'estudio': 2, 'ocio': 2, 'durante': 2}, {'adelante': 1, 'tendremos': 1, 'quizá': 1, 'ocasión': 1, 'examinar': 1, 'valor': 1, 'todas': 1, 'estas': 1, 'objeciones': 1}]"
Aristoteles,"Política · libro quinto, capítulo V","[{'música': 3, 'porque': 3, 'debe': 2, 'ser': 2, 'caracteres': 2, 'juego': 2, 'pasatiempo': 2, 'preciso': 2, 'sea': 2, 'agradable': 2}, {'canto': 1, 'verdadero': 1, 'hechizo': 1}, {'fin': 4, 'placer': 4, 'placeres': 3, 'puede': 3, 'veces': 3, 'causa': 3, 'toda': 2, 'procura': 2, 'ser': 2, 'descanso': 2}, {'puede': 4, 'música': 3, 'cosa': 3, 'placer': 2, 'todos': 2, 'almas': 2, 'moral': 2, 'cuanto': 1, 'cierta': 1, 'opinión': 1}, {'música': 2, 'nada': 2, 'nuestro': 2, 'cosas': 2, 'placer': 2, 'sensaciones': 2, 'tan': 2, 'realidad': 2, 'misma': 2, 'todos': 2}, {'modo': 3, 'alma': 3, 'menos': 3, 'contrario': 2, 'armonías': 2, 'varían': 2, 'armonía': 2, 'estos': 2, 'esta': 2, 'han': 2}, {'música': 3, 'poder': 2, 'causa': 2, 'naturaleza': 2, 'armonía': 2, 'imposible': 1, 'vistos': 1, 'todos': 1, 'estos': 1, 'hechos': 1}]"
Aristoteles,"Política · libro quinto, capítulo VI","[{'música': 9, 'debe': 8, 'jóvenes': 5, 'sí': 4, 'ni': 4, 'estudio': 4, 'puede': 3, 'porque': 3, 'ser': 3, 'sonajero': 3}, {'flauta': 8, 'instrumentos': 3, 'sólo': 3, 'arte': 3, 'minerva': 3, 'han': 2, 'educación': 2, 'ella': 2, 'inteligencia': 2, 'instrumento': 2}]"
Aristoteles,"Política · libro quinto, capítulo VII","[{'sí': 2, 'sólo': 2, 'artistas': 2, 'punto': 1, 'instrumentos': 1, 'ejecución': 1, 'rechazamos': 1, 'aquellos': 1, 'estudios': 1, 'son': 1}, {'algunos': 3, 'música': 3, 'todos': 2, 'educación': 2, 'debe': 2, 'esta': 2, 'enseñanza': 2, 'melopea': 2, 'ritmo': 2, 'desde': 2}, {'cantos': 6, 'música': 6, 'estos': 5, 'puede': 5, 'alma': 5, 'estas': 5, 'han': 4, 'armonías': 3, 'tan': 3, 'todos': 3}, {'modo': 4, 'frigio': 4, 'cantos': 3, 'flauta': 3, 'armonías': 2, 'tiene': 2, 'carácter': 2, 'ejemplo': 2, 'según': 2, 'dórico': 2}, {'entre': 3, 'posible': 3, 'oportuno': 3, 'edad': 3, 'cantos': 3, 'armonía': 2, 'dórica': 2, 'todos': 2, 'tiene': 2, 'todas': 2}]"
Aristoteles,"Política · libro sexto{134}, capítulo primero","[{'son': 4, 'ejercicios': 3, 'todas': 2, 'artes': 2, 'pueden': 2, 'discípulos': 2, 'ciencias': 1, 'demasiado': 1, 'particulares': 1, 'sino': 1}, {'cuál': 4, 'gobierno': 4, 'mejor': 3, 'constitución': 3, 'otra': 2, 'saber': 2, 'perfecta': 2, 'elementos': 2, 'aquí': 2, 'deben': 2}, {'leyes': 6, 'constitución': 5, 'gobierno': 5, 'estado': 4, 'constituciones': 4, 'son': 4, 'demás': 3, 'pueda': 3, 'preciso': 3, 'porque': 3}]"
Aristoteles,"Política · libro sexto, capítulo II","[{'reinado': 5, 'hemos': 4, 'aristocracia': 4, 'constituciones': 3, 'república': 3, 'especies': 2, 'otras': 2, 'tiranía': 2, 'oligarquía': 2, 'demagogia': 2}, {'gobiernos': 6, 'malos': 3, 'todos': 3, 'buenos': 3, 'oligarquía': 3, 'estos': 2, 'peor': 2, 'será': 2, 'sólo': 2, 'gobierno': 2}, {'democracia': 3, 'oligarquía': 3, 'cuál': 3, 'todas': 3, 'sea': 3, 'entre': 2, 'estas': 2, 'formas': 2, 'mejor': 2, 'estados': 2}]"
Aristoteles,"Política · libro sexto, capítulo III","[{'entre': 5, 'elementos': 4, 'estado': 4, 'ricos': 4, 'sea': 4, 'constituciones': 3, 'hay': 3, 'pobres': 3, 'son': 3, 'siempre': 2}, {'dos': 4, 'viento': 3, 'manera': 2, 'reconocen': 2, 'norte': 2, 'mediodía': 2, 'demás': 2, 'democracia': 2, 'oligarquía': 2, 'forma': 2}, {'derivan': 3, 'son': 3, 'nosotros': 2, 'constituciones': 2, 'todas': 2, 'dejaremos': 1, 'aparte': 1, 'esas': 1, 'divisiones': 1, 'arbitrarias': 1}, {'ricos': 7, 'democracia': 6, 'mayoría': 6, 'oligarquía': 6, 'son': 6, 'donde': 6, 'soberanía': 5, 'minoría': 5, 'hay': 5, 'ciudadanos': 4}, {'estas': 2, 'constituciones': 2, 'son': 2, 'consideraciones': 1, 'bastan': 1, 'probar': 1, 'pueden': 1, 'ser': 1, 'numerosas': 1, 'diversas': 1}, {'órganos': 5, 'especies': 4, 'boca': 3, 'combinaciones': 3, 'muchas': 2, 'todas': 2, 'animal': 2, 'indispensables': 2, 'ejemplo': 2, 'sentidos': 2}, {'esto': 1, 'aplica': 1, 'exactamente': 1, 'formas': 1, 'políticas': 1, 'tratamos': 1, 'aquí': 1, 'porque': 1, 'estado': 1, 'he': 1}, {'clase': 5, 'estado': 3, 'esclavo': 2, 'lado': 1, 'numerosa': 1, 'labradores': 1, 'prepara': 1, 'subsistencias': 1, 'sociedad': 1, 'artesanos': 1}, {'estado': 9, 'clase': 4, 'platón': 3, 'esta': 3, 'estas': 3, 'sócrates': 2, 'cuatro': 2, 'clases': 2, 'labradores': 2, 'zapateros': 2}, {'todos': 2, 'necesidad': 1, 'estado': 1, 'equitativa': 1, 'justa': 1, 'organización': 1, 'estos': 1, 'elementos': 1, 'será': 1, 'igualmente': 1}, {'dos': 3, 'pueden': 2, 'todos': 2, 'son': 2, 'esto': 2, 'ricos': 2, 'pobres': 2, 'supone': 1, 'generalmente': 1, 'muchas': 1}, {'hemos': 2, 'muchas': 2, 'especies': 2, 'pues': 1, 'demostrado': 1, 'existen': 1, 'constituciones': 1, 'expresado': 1, 'causa': 1, 'ahora': 1}]"
Aristoteles,"Política · libro sexto, capítulo IV","[{'clase': 5, 'inferior': 3, 'pueden': 2, 'comerciantes': 2, 'pescadores': 2, 'fortuna': 2, 'esta': 1, 'multiplicidad': 1, 'especies': 1, 'democracia': 1}, {'democracia': 6, 'igualdad': 4, 'esta': 4, 'primera': 2, 'especie': 2, 'ley': 2, 'derechos': 2, 'ni': 2, 'serán': 2, 'caracteriza': 1}, {'ley': 4, 'ser': 3, 'todos': 3, 'otra': 2, 'obtienen': 2, 'renta': 2, 'democracia': 2, 'especie': 2, 'soberanía': 2, 'ella': 1}, {'pueblo': 7, 'ley': 4, 'negocios': 4, 'soberanía': 4, 'demagogos': 3, 'donde': 3, 'puede': 3, 'poder': 3, 'tienen': 3, 'democracia': 3}, {'he': 1, 'aquí': 1, 'teníamos': 1, 'formas': 1, 'diversas': 1, 'democracia': 1}]"
Aristoteles,"Política · libro sexto, capítulo V","[{'especie': 5, 'oligarquía': 3, 'censo': 3, 'sólo': 2, 'ley': 2, 'gobierno': 2, 'magistrados': 2, 'elección': 2, 'esta': 2, 'carácter': 1}, {'son': 2, 'aunque': 2, 'constitución': 2, 'sea': 2, 'democrática': 2, 'tendencia': 2, 'costumbres': 2, 'espíritus': 2, 'revolución': 2, 'tales': 1}, {'derechos': 2, 'demás': 2, 'ley': 2, 'ciudadanos': 2, 'tiempo': 2, 'esta': 2, 'consecuencia': 1, 'evidente': 1, 'principios': 1, 'antes': 1}, {'ciudadanos': 2, 'tienen': 2, 'son': 2, 'especie': 1, 'viene': 1, 'segundo': 1, 'orden': 1, 'hemos': 1, 'trazado': 1, 'aquella': 1}, {'tercera': 1, 'especie': 1, 'basta': 1, 'ser': 1, 'libre': 1, 'poseer': 1, 'derechos': 1, 'políticos': 1, 'aquí': 1, 'necesidad': 1}, {'tenían': 2, 'multitud': 2, 'ciudadanos': 2, 'consagrarse': 2, 'tiempo': 2, 'son': 2, 'cuarta': 1, 'moderna': 1, 'cronológicamente': 1, 'hablando': 1}, {'tales': 1, 'son': 1, 'causas': 1, 'necesarias': 1, 'determinan': 1, 'número': 1, 'diversidades': 1, 'democracias': 1}, {'oligarquía': 5, 'ley': 5, 'ciudadanos': 3, 'son': 3, 'primera': 2, 'especie': 2, 'riquezas': 2, 'poder': 2, 'tienen': 2, 'renta': 2}, {'democracia': 2, 'oligarquía': 2, 'dos': 2, 'reconocen': 2, 'autores': 2, 'forma': 2, 'cuatro': 2, 'constituciones': 2, 'lado': 1, 'existen': 1}, {'aristocracia': 5, 'virtud': 5, 'nombre': 3, 'sólo': 3, 'estado': 3, 'son': 3, 'constitución': 3, 'república': 3, 'gobierno': 2, 'toda': 2}]"
Aristoteles,"Política · libro sexto, capítulo VI","[{'república': 5, 'gobiernos': 3, 'porque': 3, 'dos': 2, 'tiranía': 2, 'gobierno': 2, 'son': 2, 'aristocracias': 2, 'estas': 2, 'formas': 2}, {'gobierno': 4, 'ley': 4, 'ciudadanos': 3, 'leyes': 3, 'dar': 2, 'inclinan': 2, 'general': 2, 'hombres': 2, 'parece': 2, 'imposible': 2}, {'virtud': 3, 'aristocracia': 2, 'parecer': 2, 'político': 2, 'porque': 2, 'riqueza': 2, 'libertad': 2, 'todas': 2, 'casi': 2, 'principio': 1}, {'elementos': 2, 'riqueza': 2, 'nobleza': 2, 'dos': 2, 'combinación': 2, 'produce': 2, 'aristocracia': 2, 'disputan': 1, 'estado': 1, 'igualdad': 1}, {'hemos': 2, 'sistemas': 2, 'aristocracias': 2, 'demostrado': 1, 'pues': 1, 'lado': 1, 'monarquía': 1, 'democracia': 1, 'oligarquía': 1, 'existen': 1}]"
Aristoteles,"Política · libro sexto, capítulo VII","[{'estas': 2, 'cómo': 2, 'república': 2, 'oligarquía': 2, 'democracia': 2, 'vista': 1, 'primeras': 1, 'consideraciones': 1, 'examinaremos': 1, 'ahora': 1}, {'medio': 4, 'hay': 3, 'oligarquía': 3, 'multa': 3, 'término': 3, 'dos': 3, 'combinación': 2, 'mezcla': 2, 'democracia': 2, 'ejemplo': 2}, {'democrática': 2, 'elección': 2, 'oligárquico': 2, 'oligarquía': 2, 'democracia': 2, 'tercer': 1, 'puede': 1, 'tomar': 1, 'ley': 1, 'oligárquica': 1}, {'porque': 4, 'perfecta': 3, 'muchos': 3, 'son': 3, 'mezcla': 2, 'oligarquía': 2, 'democracia': 2, 'misma': 2, 'él': 2, 'dos': 2}, {'debe': 2, 'cosa': 2, 'poder': 2, 'sostenerse': 2, 'gobierno': 2, 'república': 1, 'combinan': 1, 'perfectamente': 1, 'oligarquía': 1, 'democracia': 1}, {'hay': 1, 'llevar': 1, 'adelante': 1, 'estas': 1, 'observaciones': 1, 'medios': 1, 'constituir': 1, 'república': 1, 'todas': 1, 'demás': 1}]"
Aristoteles,"Política · libro sexto, capítulo VIII","[{'reinado': 6, 'tiranía': 5, 'hemos': 5, 'formas': 4, 'porque': 3, 'dicho': 3, 'nos': 2, 'sólo': 2, 'entre': 2, 'gobierno': 2}]"
Aristoteles,"Política · libro sexto, capítulo IX","[{'constitución': 3, 'estados': 3, 'cuál': 2, 'mejor': 2, 'aquella': 2, 'respecto': 2, 'ellos': 2, 'género': 2, 'aristocracias': 2, 'república': 2}, {'virtud': 2, 'medio': 2, 'hemos': 1, 'tenido': 1, 'razón': 1, 'moral': 1, 'felicidad': 1, 'consiste': 1, 'ejercicio': 1, 'fácil': 1}, {'estado': 3, 'ciudadanos': 3, 'evidentemente': 2, 'constitución': 2, 'clases': 2, 'posición': 2, 'medio': 2, 'dos': 2, 'todas': 2, 'mejor': 2}, {'hombre': 3, 'otra': 3, 'ni': 3, 'obedecer': 3, 'cualquiera': 2, 'le': 2, 'extrema': 2, 'impide': 2, 'mandar': 2, 'sólo': 2}, {'ni': 2, 'son': 2, 'medias': 2, 'fortuna': 2, 'quién': 1, 'gustaría': 1, 'caminar': 1, 'enemigo': 1, 'lado': 1, 'instante': 1}, {'puesto': 1, 'modesto': 1, 'objeto': 1, 'mis': 1, 'aspiraciones': 1}, {'ciudadanos': 2, 'fortuna': 2, 'dos': 2, 'lado': 2, 'extrema': 2, 'demagogia': 2, 'oligarquía': 2, 'tiranía': 2, 'seno': 2, 'clases': 2}, {'menos': 4, 'son': 4, 'fortunas': 3, 'propiedad': 2, 'mediana': 2, 'numerosas': 2, 'medias': 2, 'porque': 2, 'pobres': 2, 'otra': 1}, {'clase': 2, 'debe': 1, 'añadirse': 1, 'especie': 1, 'comprobación': 1, 'estos': 1, 'principios': 1, 'buenos': 1, 'legisladores': 1, 'han': 1}, {'poder': 4, 'oligarquía': 3, 'entre': 3, 'han': 3, 'ha': 3, 'igualmente': 2, 'gobiernos': 2, 'son': 2, 'siendo': 2, 'ellos': 2}, {'estas': 1, 'consideraciones': 1, 'bastan': 1, 'mostrar': 1, 'cuál': 1, 'mejor': 1, 'gobierno': 1, 'constituye': 1, 'excelencia': 1}, {'cuanto': 3, 'son': 2, 'otra': 2, 'mejores': 2, 'menos': 2, 'demás': 1, 'constituciones': 1, 'diversas': 1, 'formas': 1, 'democracias': 1}]"
Aristoteles,"Política · libro sexto, capítulo X","[{'pobres': 10, 'ricos': 10, 'multa': 8, 'tiene': 5, 'general': 5, 'dos': 5, 'calidad': 5, 'leyes': 5, 'todos': 4, 'esta': 4}, {'democracias': 1, 'sistema': 1, 'intriga': 1, 'artificio': 1, 'contrario': 1, 'indemnización': 1, 'pobres': 1, 'asisten': 1, 'tribunal': 1, 'asamblea': 1}, {'pobres': 4, 'gobierno': 3, 'les': 3, 'estado': 2, 'manera': 2, 'sólo': 2, 'debe': 2, 'posible': 2, 'combinación': 1, 'política': 1}, {'sólo': 3, 'eran': 3, 'infantería': 3, 'estados': 2, 'derechos': 2, 'armas': 2, 'todos': 2, 'guerreros': 2, 'reinados': 2, 'caballería': 2}, {'hemos': 4, 'visto': 2, 'constituciones': 2, 'otras': 2, 'cuál': 2, 'era': 2, 'resumen': 1, 'son': 1, 'tan': 1, 'múltiples': 1}]"
Aristoteles,"Política · libro sexto, capítulo XI","[{'todos': 2, 'volvamos': 1, 'ahora': 1, 'estudio': 1, 'estos': 1, 'gobiernos': 1, 'globo': 1, 'remontándonos': 1, 'principios': 1, 'mismos': 1}, {'estado': 2, 'partes': 2, 'estos': 2, 'elementos': 2, 'cuerpo': 2, 'hay': 1, 'cuyos': 1, 'intereses': 1, 'debe': 1, 'legislador': 1}, {'todas': 2, 'asamblea': 1, 'general': 1, 'decide': 1, 'soberanamente': 1, 'punto': 1, 'paz': 1, 'guerra': 1, 'celebración': 1, 'ruptura': 1}, {'magistrados': 6, 'ciudadanos': 4, 'asamblea': 3, 'masa': 3, 'son': 3, 'sólo': 3, 'negocios': 3, 'muchas': 2, 'deliberar': 2, 'todos': 2}, {'estos': 1, 'cuatro': 1, 'modos': 1, 'posibles': 1, 'asamblea': 1, 'general': 1, 'son': 1, 'todos': 1, 'democráticos': 1}, {'todos': 3, 'leyes': 3, 'oligarquía': 2, 'negocios': 2, 'minoría': 2, 'muchos': 2, 'censo': 2, 'son': 2, 'ciudadanos': 2, 'pueden': 2}, {'suerte': 3, 'republicano': 3, 'decisión': 2, 'ciertos': 2, 'magistrados': 2, 'ciudadanos': 2, 'negocios': 2, 'aristocrático': 2, 'elección': 2, 'entre': 2}, {'tales': 1, 'son': 1, 'todas': 1, 'modificaciones': 1, 'susceptible': 1, 'organización': 1, 'cuerpo': 1, 'deliberante': 1, 'gobierno': 1, 'organiza': 1}, {'democracia': 4, 'todos': 4, 'demás': 2, 'pueblo': 2, 'indemnización': 2, 'pobres': 2, 'multitud': 2, 'hombres': 2, 'podría': 2, 'número': 2}, {'algunos': 2, 'magistrados': 2, 'masas': 2, 'voz': 2, 'conceder': 2, 'sistema': 1, 'oligárquico': 1, 'preciso': 1, 'escoger': 1, 'desde': 1}, {'pueblo': 2, 'condena': 2, 'cuanto': 1, 'condenaciones': 1, 'preciso': 1, 'tomar': 1, 'camino': 1, 'opuesto': 1, 'adoptado': 1, 'presente': 1}, {'diré': 1, 'respecto': 1, 'cuerpo': 1, 'deliberante': 1, 'verdadero': 1, 'soberano': 1, 'estado': 1}]"
Aristoteles,"Política · libro sexto, capítulo XII","[{'son': 5, 'magistraturas': 4, 'general': 3, 'miembros': 3, 'magistrados': 3, 'ejemplo': 3, 'cuestión': 2, 'debe': 2, 'menos': 2, 'punto': 2}, {'son': 3, 'puede': 3, 'atribuciones': 3, 'ciudadanos': 3, 'sólo': 3, 'mismas': 3, 'cuáles': 2, 'magistraturas': 2, 'ser': 2, 'estado': 2}, {'magistrado': 4, 'son': 2, 'aquellos': 2, 'policía': 2, 'urbana': 2, 'debe': 2, 'toda': 2, 'podríamos': 1, 'determinar': 1, 'ante': 1}, {'mismas': 3, 'democracia': 2, 'oligarquía': 2, 'aristocracia': 2, 'magistraturas': 2, 'hombres': 2, 'casos': 2, 'bueno': 2, 'sean': 2, 'examinando': 1}, {'senado': 4, 'son': 3, 'pueblo': 3, 'mujeres': 3, 'cierto': 2, 'tampoco': 2, 'funcionarios': 2, 'tiempo': 2, 'institución': 2, 'oligárquica': 2}, {'pongamos': 1, 'aquí': 1, 'fin': 1, 'estas': 1, 'consideraciones': 1, 'veamos': 1, 'ahora': 1, 'tratar': 1, 'institución': 1, 'magistraturas': 1}, {'ciudadanos': 12, 'puede': 8, 'todos': 6, 'suerte': 6, 'elección': 6, 'medio': 6, 'modos': 5, 'derecho': 5, 'otras': 5, 'pueden': 4}, {'todos': 8, 'ciudadanos': 7, 'suerte': 7, 'elección': 7, 'modos': 4, 'dos': 4, 'elegibilidad': 4, 'sea': 4, 'algunos': 4, 'entre': 4}, {'atribuciones': 3, 'debe': 2, 'tal': 1, 'número': 1, 'combinaciones': 1, 'posibles': 1, 'según': 1, 'especies': 1, 'diversas': 1, 'constitución': 1}]"
Aristoteles,"Política · libro sexto, capítulo XIII","[{'elementos': 1, 'políticos': 1, 'antes': 1, 'enumerados': 1, 'sólo': 1, 'nos': 1, 'resta': 1, 'hablar': 1, 'tribunales': 1, 'seguiremos': 1}, {'pueden': 4, 'tribunales': 2, 'sólo': 2, 'personal': 2, 'atribuciones': 2, 'modo': 2, 'formación': 2, 'cuanto': 2, 'ser': 2, 'diferencias': 1}, {'tribunal': 12, 'causas': 6, 'extranjeros': 4, 'homicidio': 3, 'puede': 3, 'según': 3, 'jueces': 3, 'son': 2, 'entender': 2, 'conocer': 2}, {'organización': 2, 'tribunales': 2, 'creemos': 1, 'necesario': 1, 'extendernos': 1, 'estos': 1, 'encargados': 1, 'causas': 1, 'homicidio': 1, 'extranjeros': 1}, {'suerte': 5, 'elección': 5, 'otros': 4, 'pueden': 3, 'ser': 3, 'unos': 3, 'cuatro': 3, 'ciudadanos': 2, 'todas': 2, 'jueces': 2}, {'pueden': 4, 'tomarse': 3, 'dos': 2, 'jueces': 2, 'masa': 2, 'clases': 2, 'ambos': 2, 'modos': 2, 'aún': 1, 'combinarse': 1}, {'son': 3, 'porque': 3, 'todas': 2, 'jurisdicción': 2, 'general': 2, 'ciudadanos': 2, 'he': 1, 'aquí': 1, 'modificaciones': 1, 'susceptible': 1}]"
Aristoteles,"Política · libro séptimo,{156} capítulo primero","[{'hemos': 6, 'asamblea': 3, 'organización': 3, 'según': 3, 'diversos': 2, 'tribunales': 2, 'gobiernos': 2, 'son': 2, 'modo': 2, 'combinaciones': 2}, {'estados': 2, 'democracia': 2, 'según': 2, 'cuál': 2, 'hemos': 1, 'dicho': 1, 'conviene': 1, 'pueblo': 1, 'puede': 1, 'consentir': 1}, {'democracia': 3, 'combinación': 2, 'son': 2, 'tan': 2, 'diversos': 2, 'dos': 2, 'estas': 2, 'he': 2, 'aquel': 2, 'instituciones': 2}, {'libertad': 7, 'democracia': 5, 'porque': 4, 'carácter': 3, 'ser': 3, 'principio': 2, 'según': 2, 'derecho': 2, 'igualdad': 2, 'mayoría': 2}, {'todos': 11, 'menos': 7, 'deben': 5, 'ser': 5, 'debe': 4, 'preciso': 4, 'poder': 3, 'ciudadanos': 3, 'asamblea': 3, 'democracia': 2}, {'igualdad': 3, 'todos': 2, 'ellos': 2, 'número': 2, 'sean': 2, 'tales': 1, 'son': 1, 'instituciones': 1, 'comunes': 1, 'todas': 1}, {'ricos': 9, 'otra': 6, 'pobres': 6, 'igualdad': 5, 'sea': 5, 'derecho': 5, 'preciso': 4, 'renta': 4, 'igual': 4, 'justicia': 4}]"
